id;Atendido pela produção?;CFOP do item de pedido;Classificação da grade do item;Cliente;CNPJ do cliente;CNPJ/CPF do cliente do pedido;Código da empresa;Código da proposta;Código do cliente do pedido;Código do produto;Código do produto no cliente;Código secundário do produto;Condição de pagamento do pedido;Contato;Data de emissão;Data de entrega;Data do início do relacionamento com a pessoa;Descrição do produto;Empresa;Família de produto do item de pedido de venda;Grupo de produto do item de pedido de venda;Id do item de pedido;Id do pedido;Item do pedido de compra do cliente de item do pedido de venda;Item do pedido de venda;Modalidade de transporte do pedido de venda;Município do cliente;Nome da transportadora do pedido de venda;Observações do pedido de venda;Pedido compra do cliente do item de pedido de venda;Pedido de venda;Preço unitário;Qtde antedida pela produção;Qtde atendida;Qtde devolvida;Qtde pedida;Qtde produzida;Razão social do cliente;Representante do pedido de venda;Saldo;Saldo pronto para faturar;Status;Telefone do cliente;Tipo de movimentação do item de pedido;Tipo de movimentação do pedido;Tipo de pedido;Tipo de produto do item de pedido de venda;UF do cliente;Unidade de medida;Valor de Outras despesas acessórias do item de pedido;Valor do COFINS do item de pedido;Valor do Frete do item de pedido;Valor do ICMS Desonerado do item de pedido;Valor do ICMS do item de pedido;Valor do ICMS ST do item de pedido;Valor do IPI do item de pedido;Valor do PIS do item de pedido;Valor do Seguro do item de pedido;Valor total do item do pedido do item de pedido;Valor total do produto com desconto do item de pedido;Valor total do produto do item de pedido;Vendedor
198;false;5933;;AERORACK EQUIPAMENTOS INDUSTRIAIS LTDA;10.418.387/0001-54;10.418.387/0001-54;1;;126;S084;;;;JESSICA;18/02/2019 00:00;11/02/2019 00:00;10/08/2018 00:00;SERVIÇO DE USINAGEM;Applic Hot Melt Aplications;;STANDARD PARTS;198;129;;1;0) Contratação do Frete por conta do Remetente (CIF);Mogi das Cruzes;;;000804/1;PV00131;30,1;0;30;0;30;0;AERORACK EQUIPAMENTOS INDUSTRIAIS EIRELI;;0;0;Atendido totalmente;55 (11) 3106--4433;Venda de Serviço;Venda de Serviço;;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;903;903;903;FELIPE AMANCIO
197;true;6101;;ACTIVE SENADOR CANEDO;22.010.816/0001-39;22.010.816/0001-39;1;166;134;A810PL32;;;;CLAUDIO DIAS;15/02/2019 00:00;12/03/2019 13:46;10/09/2018 00:00;MODULO COMPLETO UM25-ALUMINIO;Applic Hot Melt Aplications;;MÓDULO UM;197;128;;1;0) Contratação do Frete por conta do Remetente (CIF);Senador Canedo;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional
f) Condição de pagamento: 30 DDL";4505493020;PV00130;1.947,50;2;0;0;2;0;ACTIVE INDUSTRIA DE COSMETICOS S.A.;;2;0;Liberado;3878-8448 / (62) 3878-8175;Venda de produção do estabelecimento;Venda de produção do estabelecimento;;Produto acabado;GO;PEÇA;0;0;0;0;;0;0;0;0;3.895;3.895;3.895;FRANCO
196;true;7102;;KC PERU;;;1;;230;A352PL32;SELLO MECANICO VITON;;;;11/02/2019 00:00;28/02/2019 00:00;30/11/2018 00:00;SELO VITON BAYONETA;Applic Hot Melt Aplications;;FILTROS;196;127;;1;0) Contratação do Frete por conta do Remetente (CIF);Exterior;;;4503481459;PV00129;12,8;10;0;0;10;0;Kimberly-Clark Peru S.R.L;;10;0;Liberado;;Venda de mercadoria adquirida ou recebida de terceiros;Venda de mercadoria adquirida ou recebida de terceiros;SEPARAÇÃO;Materia prima;EX;PEÇA;0;;0;0;;0;0;;0;128;128;128;FELIPE AMANCIO
195;false;6101;;FACEPA;04.909.479/0001-34;04.909.479/0001-34;1;;158;A1517PL09;;N00178;;;08/02/2019 00:00;20/02/2019 00:00;20/09/2018 00:00;ORING P/ MODULO REF: N00178;Applic Hot Melt Aplications;;STANDARD PARTS;195;126;;2;0) Contratação do Frete por conta do Remetente (CIF);Belém;CRISTALLI;;115783/1;PV00128;470;0;0;0;1;0;FACEPA FABRICA DE PAPEL DA AMAZONIA S.A;;1;0;Liberado;55 (91) 4005-7329;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;PA;UNIDADE;0;;0;0;;0;0;;0;470;470;470;FRANCO
194;false;6101;;FACEPA;04.909.479/0001-34;04.909.479/0001-34;1;;158;A1575PL45;;106224;;;08/02/2019 00:00;20/02/2019 00:00;20/09/2018 00:00;MODULO VERTICAL CONTINUO REF: 106.224;Applic Hot Melt Aplications;;STANDARD PARTS;194;126;;1;0) Contratação do Frete por conta do Remetente (CIF);Belém;CRISTALLI;;115783/1;PV00128;6.260;0;0;0;2;0;FACEPA FABRICA DE PAPEL DA AMAZONIA S.A;;2;0;Liberado;55 (91) 4005-7329;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;PA;UNIDADE;0;;0;0;;0;0;;0;12.520;12.520;12.520;FRANCO
193;false;6101;;ACTIVE SENADOR CANEDO;22.010.816/0001-39;22.010.816/0001-39;1;146;134;A200PL32;;7173115;30 DDL;CLAUDIO DIAS;07/02/2019 00:00;04/03/2019 16:07;10/09/2018 00:00;KIT REPARO SC2 COMPLETO;Applic Hot Melt Aplications;;KIT REPARO;193;125;;3;0) Contratação do Frete por conta do Remetente (CIF);Senador Canedo;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional
f) Condição de pagamento: 30 DDL

CODIGO RASTREIO:DY195969475BR
";;PV00127;1.858,07;0;2;0;2;0;ACTIVE INDUSTRIA DE COSMETICOS S.A.;;0;0;Atendido totalmente;3878-8448 / (62) 3878-8175;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;GO;PEÇA;0;0;0;0;;0;0;0;0;3.534,72;3.534,72;3.716,14;FRANCO
192;true;5933;;AERORACK EQUIPAMENTOS INDUSTRIAIS LTDA;10.418.387/0001-54;10.418.387/0001-54;1;;126;S084;;;;JESSICA;07/02/2019 00:00;11/02/2019 00:00;10/08/2018 00:00;SERVIÇO DE USINAGEM;Applic Hot Melt Aplications;;STANDARD PARTS;192;124;;1;0) Contratação do Frete por conta do Remetente (CIF);Mogi das Cruzes;;;;PV00126;30,1;19;19;0;19;19;AERORACK EQUIPAMENTOS INDUSTRIAIS EIRELI;;0;0;Atendido totalmente;55 (11) 3106--4433;Venda de Serviço;Venda de Serviço;;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;571,9;571,9;571,9;FELIPE AMANCIO
191;true;;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;;142;SERV.083;;;;Jackson;07/02/2019 00:00;07/02/2019 00:00;14/09/2018 00:00;REFORMA DE APLICADOR SLOT;Applic Hot Melt Aplications;;REFORMA DE APLICADOR;191;123;;5;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;6200052492;PV00125;2.730,01;3;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;3475-2171 / (11) 3475-2113;Venda de Serviço;Venda de Serviço;;Serviço;BA;UNIDADE;0;;0;0;;0;0;;0;2.730,01;2.730,01;2.730,01;FRANCO
190;true;;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;;142;SERV.082;;;;Jackson;07/02/2019 00:00;07/02/2019 00:00;14/09/2018 00:00;REFORMA DE APLICADOR SPRAY;Applic Hot Melt Aplications;;REFORMA DE APLICADOR;190;123;;4;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;6200052492;PV00125;4.150,01;5;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;3475-2171 / (11) 3475-2113;Venda de Serviço;Venda de Serviço;;Serviço;BA;UNIDADE;0;;0;0;;0;0;;0;4.150,01;4.150,01;4.150,01;FRANCO
189;true;;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;;142;S085;;;;Jackson;07/02/2019 00:00;07/02/2019 00:00;14/09/2018 00:00;REFORMA DE BICOS SLOT;Applic Hot Melt Aplications;;BICO SLOT;189;123;;3;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;6200052492;PV00125;2.790;3;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;3475-2171 / (11) 3475-2113;Venda de Serviço;Venda de Serviço;;Serviço;BA;UNIDADE;0;;0;0;;0;0;;0;2.790;2.790;2.790;FRANCO
188;true;;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;;142;S058;;;;Jackson;07/02/2019 00:00;07/02/2019 00:00;14/09/2018 00:00;SERVIÇO DE REFORMA DE BOMBA;Applic Hot Melt Aplications;;REFORMA DE BOMBA;188;123;;2;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;6200052492;PV00125;3.020;1;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;3475-2171 / (11) 3475-2113;Venda de Serviço;Venda de Serviço;;Serviço;BA;UNIDADE;0;;0;0;;0;0;;0;3.020;3.020;3.020;FRANCO
187;true;;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;;142;S058;;;;Jackson;07/02/2019 00:00;07/02/2019 00:00;14/09/2018 00:00;SERVIÇO DE REFORMA DE BOMBA;Applic Hot Melt Aplications;;REFORMA DE BOMBA;187;123;;1;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;6200052492;PV00125;3.640;3;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;3475-2171 / (11) 3475-2113;Venda de Serviço;Venda de Serviço;;Serviço;BA;UNIDADE;0;;0;0;;0;0;;0;3.640;3.640;3.640;FRANCO
186;false;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A163PL32;;;75 DDL;Camila;07/02/2019 00:00;06/03/2019 00:00;02/08/2018 00:00;44,00 X 3,00 FKM NERO BLACK 70 +-5 BATCH NºA17/1187/004;Applic Hot Melt Aplications;;ORING;186;122;;2;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503520024;PV00124;11,21;0;100;0;100;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Materia prima;SP;PEÇA;0;0;0;0;;0;0;0;0;1.121;1.121;1.121;FELIPE CASANOVA
185;false;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A162PL32;;;75 DDL;Camila;07/02/2019 00:00;06/03/2019 00:00;02/08/2018 00:00;ORING 31X1 VT75;Applic Hot Melt Aplications;;ORING;185;122;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503520024;PV00124;11,85;0;100;0;100;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Materia prima;SP;PEÇA;0;0;0;0;;0;0;0;0;1.185;1.185;1.185;FELIPE CASANOVA
